data,id_cliente,quantidade_boleto,quantidade_payout,quantidade_payin
2023-11-11,93,2,5,6
2023-10-30,78,3,3,3
2023-12-05,104,32,42,42
2023-11-09,91,5,5,2
2023-12-15,98,8,8,8
2023-10-24,98,6,7,5
2024-01-30,91,5,6,5
2023-11-01,75,5,4,6
2023-12-29,99,0,0,1
2023-10-12,89,5,6,10
2023-12-18,78,3,5,7
2023-12-16,89,8,6,10
2023-10-19,114,6,4,4
2023-11-08,103,3,6,2
2023-12-23,76,11,7,7
2023-11-13,85,5,4,2
2023-11-11,79,8,10,6
2023-12-01,114,5,8,0
2023-11-12,81,3,3,2
2023-12-16,77,9,6,7
2024-01-10,84,4,4,1
2023-11-12,98,4,6,5
2023-12-19,43,6,2,2
2024-01-18,33,4,0,2
2024-01-19,63,8,14,7
2024-01-07,60,0,1,0
2023-10-08,70,6,5,3
2023-10-06,3,12,3,5
2024-01-20,26,1,4,3
2023-10-15,67,9,1,7
2023-11-14,60,3,3,5
2024-01-12,40,2,1,3
2024-01-29,43,6,3,3
2023-11-04,36,7,1,4
2023-11-18,46,4,1,1
2023-10-28,39,1,1,2
2023-11-16,11,5,8,4
2023-10-11,43,2,6,0
2023-10-15,36,3,4,3
2023-10-20,26,0,3,6
2023-10-05,8,7,6,3
2023-11-02,72,0,2,0
2024-01-26,25,3,4,2
2024-01-25,16,10,8,3
2023-11-01,49,6,4,10
2024-01-03,50,8,6,7
2024-01-16,48,1,4,2
2023-10-16,92,0,1,0
2023-12-12,94,2,1,2
2023-10-19,100,7,5,7
2023-10-08,114,6,5,4
2023-12-08,86,8,10,7
2023-11-23,111,9,14,7
2024-01-29,80,2,1,2
2023-12-30,95,6,9,9
2023-11-04,76,10,9,9
2023-11-14,76,6,8,7
2023-12-04,79,15,6,4
2023-11-05,95,6,4,8
2023-12-07,103,0,2,1
2023-10-02,84,1,3,5
2024-01-03,117,13,9,12
2023-12-21,88,3,3,3
2023-10-22,80,1,0,1
2023-10-16,111,7,5,13
2023-10-29,110,0,5,3
2023-12-09,114,4,3,6
2023-11-08,100,11,6,8
2024-01-19,102,11,3,7
2023-12-09,102,9,6,6
2023-11-14,81,3,4,0
2023-10-09,110,4,2,8
2023-10-02,107,0,4,3
2023-11-14,114,2,4,4
2024-01-29,75,8,10,6
2024-01-20,93,4,3,5
2024-01-23,7,3,5,4
2023-11-05,62,4,5,3
2024-01-08,20,9,9,7
2023-12-01,63,4,6,8
2023-12-14,7,5,6,3
2023-10-10,57,7,8,2
2023-12-20,20,10,11,6
2023-10-16,35,3,4,5
2023-12-06,50,8,2,8
2023-10-30,52,8,5,6
2023-12-29,29,6,5,5
2023-10-11,63,7,5,8
2023-10-13,54,7,9,7
2023-10-23,54,8,7,3
2023-12-10,64,3,0,1
2024-01-22,26,2,1,2
2024-01-10,40,1,2,2
2023-10-28,63,11,7,9
2024-01-30,18,2,1,2
2024-01-03,48,1,1,1
2023-12-27,64,1,0,4
2023-11-15,63,5,8,7
2023-11-03,4,0,1,2
2023-10-02,49,2,4,3
2024-01-01,35,3,4,4
2023-12-27,1,8,4,3
2023-10-25,11,3,5,3
2024-01-03,41,7,9,10
2023-11-21,33,2,3,2
2023-10-28,33,3,3,3
2024-01-15,36,3,2,5
2023-11-20,60,3,3,2
2023-12-13,2,13,10,5
2023-12-21,39,0,1,2
2023-10-10,101,2,3,3
2024-01-26,91,5,6,6
2023-10-12,81,4,1,3
2024-01-03,86,5,5,8
2023-10-16,103,1,0,3
2023-12-17,114,0,5,3
2023-12-03,111,4,5,8
2023-12-12,111,5,7,9
2023-12-06,103,4,3,5
2024-01-20,91,5,2,5
2023-11-26,101,10,6,5
2023-12-04,117,14,8,8
2024-01-27,78,5,4,7
2024-01-10,90,4,9,4
2023-10-20,101,2,5,3
2023-12-24,60,2,2,6
2023-10-28,66,0,3,3
2024-01-25,73,8,7,7
2024-01-27,23,2,5,2
2024-01-27,73,6,12,12
2023-10-12,16,8,6,8
2023-11-20,56,11,3,9
2023-12-13,16,11,6,6
2024-01-05,4,2,2,2
2023-11-29,13,5,7,7
2023-12-28,9,4,6,6
2023-11-05,63,10,10,6
2024-01-25,36,4,6,4
2024-01-29,1,10,3,5
2024-01-04,18,4,4,4
2023-11-22,70,1,6,3
2023-10-11,58,4,4,4
2023-10-05,72,1,1,1
2023-11-18,54,6,6,2
2024-01-10,43,2,4,4
2024-01-19,21,7,10,7
2023-10-28,2,9,2,7
2023-12-26,30,5,5,5
2024-01-26,63,12,8,5
2024-01-12,47,2,3,2
2023-12-09,7,6,7,4
2023-12-31,8,10,3,8
2023-12-15,3,4,3,5
2024-01-10,26,4,4,3
2023-11-29,9,10,9,6
2023-11-24,16,8,5,6
2023-12-21,67,6,7,6
2023-11-01,56,12,9,6
2023-10-18,115,2,1,1
2023-10-04,79,4,8,4
2023-12-18,76,9,4,8
2024-01-30,102,10,11,4
2024-01-24,91,4,6,10
2024-01-30,81,1,1,0
2023-11-27,82,5,9,8
2023-12-12,98,2,4,8
2023-11-13,107,5,2,1
2023-11-24,80,1,5,4
2023-12-23,79,11,5,6
2024-01-23,89,6,5,5
2023-11-17,97,4,9,5
2023-10-04,102,5,6,9
2023-12-25,101,7,5,2
2023-12-09,88,6,3,2
2024-01-06,75,6,3,4
2024-01-29,103,2,0,2
2024-01-27,99,4,4,2
2023-12-19,29,6,3,5
2024-01-06,1,7,6,3
2023-11-19,14,0,0,1
2024-01-12,1,12,5,5
2024-01-04,47,0,2,3
2023-10-03,18,4,3,2
2023-12-16,65,2,2,1
2023-10-08,21,3,10,8
2023-12-31,55,2,3,0
2023-10-15,53,5,3,4
2023-11-02,17,2,4,5
2024-01-13,72,3,3,1
2024-01-21,27,4,2,9
2023-11-30,1,9,10,8
2023-12-11,33,3,3,0
2023-10-19,33,2,4,3
2023-11-26,19,7,9,2
2024-01-03,55,2,3,2
2023-12-18,20,6,13,11
2023-11-30,21,4,3,13
2024-01-02,57,9,5,9
2024-01-08,14,1,1,0
2024-01-21,69,6,2,2
2023-11-18,1,2,8,4
2024-01-15,4,1,0,4
2023-12-07,43,4,3,0
2023-10-22,27,3,6,4
2023-11-20,32,10,11,8
2023-11-08,14,3,0,1
2023-11-15,18,4,2,3
2023-11-07,21,5,3,7
2024-01-03,30,5,7,2
2023-10-22,56,11,6,6
2023-11-20,27,1,4,8
2024-01-03,72,1,2,2
2023-10-23,18,3,3,3
2023-10-15,46,2,1,1
2024-01-13,17,2,2,1
2023-11-22,72,2,6,1
2023-12-05,12,6,9,7
2023-11-11,101,5,8,8
2023-12-21,97,2,13,3
2024-01-04,88,3,2,5
2024-01-03,76,4,7,8
2023-12-31,103,2,3,2
2024-01-23,93,4,4,4
2024-01-18,94,4,3,0
2023-12-10,98,4,8,7
2023-10-31,85,9,9,10
2023-11-03,117,7,16,8
2023-12-16,99,0,1,0
2023-10-22,98,3,6,4
2023-10-10,100,6,8,5
2023-11-16,102,8,3,4
2023-11-29,100,4,10,10
2023-11-17,91,7,8,6
2024-01-15,90,8,3,4
2023-10-05,91,3,8,10
2023-12-07,91,10,4,3
2024-01-05,88,4,3,2
2023-10-16,79,5,6,5
2024-01-30,85,4,3,10
2024-01-11,58,3,2,2
2024-01-02,11,4,8,6
2023-11-05,21,5,7,5
2023-12-27,53,3,0,4
2023-10-06,67,8,3,5
2024-01-20,71,10,5,8
2023-12-19,60,3,2,3
2023-11-29,38,9,9,14
2023-12-23,18,4,4,4
2024-01-26,62,4,3,3
2023-10-19,72,0,3,0
2023-11-23,49,7,4,5
2023-11-26,31,5,8,13
2023-10-11,11,4,9,4
2024-01-25,1,4,5,6
2023-11-19,5,4,5,8
2023-10-31,67,7,3,3
2024-01-07,74,10,9,12
2023-10-15,31,6,5,8
2023-11-15,61,8,6,5
2023-12-19,18,4,4,3
2023-12-02,15,0,1,0
2023-12-23,59,2,1,2
2023-12-12,36,1,1,3
2023-10-13,33,5,2,1
2023-12-28,59,4,2,3
2023-10-28,13,5,2,4
2024-01-19,53,3,4,1
2023-12-28,16,10,4,4
2023-11-18,72,3,3,1
2024-01-26,69,5,2,6
2024-01-12,44,3,5,2
2024-01-11,59,3,3,2
2023-12-27,35,6,1,5
2024-01-10,73,5,8,7
2023-12-09,99,1,1,2
2023-11-08,114,5,5,2
2023-10-11,114,2,6,1
2023-10-24,91,5,12,7
2023-11-21,81,1,1,4
2023-12-17,76,6,9,9
2023-11-10,94,0,2,0
2023-11-01,77,7,7,10
2024-01-08,81,2,3,1
2023-12-09,107,1,3,2
2023-10-28,103,3,2,2
2023-12-20,99,1,1,0
2023-11-02,103,0,1,7
2023-10-05,102,4,4,9
2023-12-07,110,5,3,5
2023-12-19,75,12,9,4
2023-11-06,79,7,8,3
2024-01-11,101,7,2,5
2023-11-19,84,3,3,5
2023-12-16,117,6,5,9
2023-12-09,105,19,28,17
2024-01-21,42,10,8,6
2023-12-26,26,8,3,2
2023-11-27,29,2,3,4
2023-10-28,49,2,3,2
2023-10-24,62,0,8,3
2023-11-07,16,7,10,4
2023-11-23,4,0,3,4
2024-01-03,68,5,14,9
2023-11-04,19,7,1,4
2023-11-30,15,0,3,0
2023-12-31,47,0,0,1
2023-12-19,54,1,10,4
2024-01-07,62,4,0,3
2024-01-28,59,1,2,4
2023-11-15,35,3,2,0
2023-12-13,6,2,1,2
2023-12-21,27,11,4,6
2023-10-26,16,10,10,5
2023-11-09,4,1,0,2
2023-10-09,17,3,3,3
2023-11-15,36,3,2,1
2023-12-01,19,9,2,3
2023-10-14,7,4,1,5
2024-01-08,38,5,15,7
2023-10-07,64,0,1,3
2023-12-17,15,3,2,2
2023-12-03,62,1,1,3
2024-01-11,17,4,0,1
2023-10-14,59,2,6,3
2024-01-11,48,3,2,5
2024-01-10,11,9,7,5
2023-12-20,42,4,6,7
2023-10-06,21,9,11,3
2023-11-09,58,1,3,3
2023-11-24,64,1,0,1
2023-11-06,40,1,2,5
2024-01-07,41,8,7,5
2023-10-22,36,3,0,2
2023-12-05,57,4,6,5
2023-10-05,7,4,6,3
2024-01-14,48,1,0,1
2023-12-14,48,2,1,0
2023-12-04,49,5,7,4
2023-12-11,83,2,5,1
2024-01-16,80,3,1,0
2024-01-11,82,7,7,6
2024-01-12,80,2,1,2
2023-11-13,93,5,8,4
2023-11-25,81,1,3,3
2023-10-18,79,3,8,8
2023-12-28,101,4,2,9
2023-11-16,81,3,3,1
2023-10-21,98,7,5,6
2023-11-12,84,4,3,5
2023-11-07,80,1,1,0
2023-10-25,85,10,6,8
2024-01-26,77,5,7,5
2024-01-11,90,4,6,7
2023-10-11,75,7,6,13
2024-01-10,89,5,4,3
2023-12-06,90,7,6,7
2023-11-06,80,3,1,1
2023-10-05,116,8,10,8
2023-11-19,75,7,7,8
2023-12-19,63,6,7,8
2023-10-17,61,8,4,4
2023-12-18,8,5,9,10
2024-01-10,9,5,7,10
2023-12-19,50,14,5,5
2023-11-08,19,4,6,6
2023-10-13,70,3,6,4
2023-10-09,1,3,9,8
2023-11-28,40,3,3,1
2023-10-20,46,2,3,2
2024-01-11,31,5,4,9
2023-12-07,69,2,4,2
2024-01-18,74,7,9,5
2023-12-16,68,3,5,3
2023-10-06,16,12,6,5
2023-11-01,41,8,8,8
2024-01-16,55,3,3,2
2024-01-22,20,6,6,8
2023-11-28,47,2,1,1
2023-10-04,59,3,5,3
2023-11-17,4,2,5,1
2024-01-05,5,9,3,8
2024-01-17,58,4,5,5
2024-01-25,72,2,1,3
2023-12-16,39,0,5,1
2024-01-06,41,5,3,11
2024-01-30,57,6,7,11
2023-12-17,62,2,1,4
2023-11-29,16,12,7,7
2024-01-23,25,5,2,6
2023-11-30,57,10,9,5
2023-11-24,47,3,2,2
2023-10-24,2,7,10,7
2023-10-20,24,3,2,2
2024-01-15,72,3,1,2
2023-11-10,48,1,0,3
2023-12-11,68,10,7,2
2024-01-08,65,1,1,5
2023-11-29,85,8,8,4
2023-12-07,83,5,3,3
2023-10-28,92,3,1,3
2024-01-06,88,4,3,2
2023-12-06,92,5,2,5
2023-11-28,85,8,6,10
2023-12-06,102,8,8,10
2024-01-03,93,10,3,4
2023-12-20,78,2,4,2
2023-11-14,82,2,12,5
2023-10-07,107,2,1,3
2024-01-24,85,10,2,11
2023-12-13,90,2,4,3
2023-10-11,79,5,7,5
2024-01-02,81,2,0,4
2023-11-17,75,9,5,6
2023-11-05,117,13,19,16
2023-12-20,86,7,6,5
2023-10-04,78,5,5,7
2023-11-03,85,5,2,9
2023-12-22,110,3,0,2
2023-10-30,92,3,0,4
2023-10-24,72,3,2,5
2024-01-09,3,8,4,5
2024-01-23,63,7,3,12
2024-01-18,59,1,6,3
2024-01-17,9,7,8,4
2023-12-20,67,2,6,6
2023-10-03,26,0,2,1
2023-10-27,42,4,7,9
2023-11-25,42,9,7,9
2023-12-21,54,3,7,6
2023-11-24,24,4,2,2
2023-12-19,12,7,3,7
2023-10-11,17,5,2,3
2023-10-13,14,2,5,2
2024-01-04,14,2,5,2
2023-10-10,13,1,4,2
2023-10-11,57,8,5,7
2024-01-29,17,3,6,3
2023-11-21,11,7,10,8
2023-12-31,60,4,3,5
2023-11-22,40,0,3,3
2023-12-31,4,0,3,4
2023-12-22,73,7,7,7
2023-10-01,7,6,7,7
2023-11-15,19,7,1,5
2023-10-28,3,3,9,5
2024-01-02,6,2,2,5
2024-01-02,54,7,2,9
2023-12-28,39,0,4,2
2023-12-18,26,0,3,2
2024-01-08,40,2,1,3
2023-10-16,21,6,8,6
2024-01-26,60,5,2,5
2023-12-01,16,8,6,2
2023-12-23,1,6,4,7
2023-12-11,27,6,6,4
2023-10-16,52,2,2,1
2024-01-08,19,5,4,5
2024-01-01,33,2,1,5
2023-10-05,17,3,1,5
2023-12-20,72,2,3,1
2023-11-17,7,7,2,7
2023-11-17,84,1,1,5
2023-12-14,103,1,3,2
2023-10-31,87,5,2,11
2024-01-10,92,0,3,2
2023-12-30,115,8,1,0
2024-01-11,99,2,0,2
2024-01-17,84,1,6,2
2024-01-18,96,1,3,5
2023-10-02,80,0,1,1
2024-01-19,81,2,0,2
2023-12-29,82,7,8,4
2023-11-04,101,4,4,4
2024-01-18,75,7,8,4
2023-12-09,110,3,1,6
2023-11-08,115,5,2,4
2023-12-21,117,9,18,6
2023-12-22,92,4,1,2
2024-01-06,77,12,5,6
2024-01-07,79,2,4,9
2023-11-16,99,0,2,1
2023-11-17,83,2,3,2
2023-11-14,101,3,9,7
2023-12-28,98,9,4,11
2023-11-07,102,8,7,6
2023-10-19,37,6,5,1
2024-01-10,27,5,4,9
2023-10-06,56,8,13,3
2023-11-24,62,2,1,0
2024-01-30,59,2,2,2
2024-01-13,49,5,5,2
2024-01-12,66,0,1,4
2023-11-20,26,3,5,2
2023-10-13,53,6,3,3
2023-10-24,39,3,1,3
2024-01-29,11,9,3,8
2024-01-22,50,10,5,7
2024-01-11,44,2,2,1
2023-12-13,70,3,4,7
2023-10-02,61,15,12,9
2024-01-17,14,2,2,0
2024-01-06,30,2,3,3
2023-11-08,37,5,7,3
2023-12-23,22,1,1,3
2023-11-13,17,4,4,3
2023-12-08,65,3,2,0
2023-11-07,1,4,5,5
2023-12-13,53,1,3,1
2023-11-11,58,5,2,5
2023-10-14,2,7,12,6
2023-11-09,16,9,6,4
2023-10-15,64,0,3,1
2023-10-30,26,4,2,0
2023-11-02,26,1,1,4
2023-10-27,59,1,1,2
2023-12-12,64,1,0,0
2024-01-06,13,3,1,1
2023-10-03,56,9,12,9
2024-01-06,43,0,5,4
2023-12-02,97,8,5,3
2023-11-20,98,5,11,6
2023-10-21,97,7,7,4
2023-12-29,117,11,7,9
2024-01-08,87,9,9,5
2023-12-12,117,11,10,14
2023-12-10,104,49,46,39
2023-12-05,84,0,4,3
2023-11-16,76,5,9,6
2024-01-04,95,6,3,2
2023-10-06,76,12,4,7
2023-12-26,101,1,2,5
2023-10-17,110,5,5,2
2023-11-12,83,2,3,5
2023-12-08,100,7,12,13
2024-01-26,94,1,2,1
2023-12-31,85,4,4,13
2023-12-21,95,9,4,7
2023-12-21,105,19,18,13
2023-12-29,107,3,1,2
2023-12-31,115,4,9,4
2024-01-20,100,10,11,6
2023-11-08,86,5,6,7
2023-11-22,95,5,4,5
2023-10-19,77,15,6,6
2023-11-14,85,8,9,8
2023-10-31,48,1,1,1
2023-11-25,29,5,4,5
2023-11-09,24,4,4,4
2023-10-14,19,3,4,2
2023-11-23,47,1,3,2
2023-10-12,67,8,4,4
2023-11-28,58,3,0,3
2024-01-21,8,8,4,9
2023-12-29,31,7,2,4
2024-01-19,37,5,5,6
2023-12-09,68,4,5,5
2023-11-17,62,3,3,1
2023-10-27,7,5,8,6
2023-10-31,15,1,3,2
2024-01-24,66,6,2,2
2023-10-11,7,6,10,7
2023-12-17,68,6,5,4
2024-01-05,21,5,13,4
2023-10-11,3,7,8,4
2024-01-28,4,1,2,1
2023-11-24,8,5,11,5
2024-01-18,73,7,2,6
2023-10-31,56,9,9,4
2023-12-04,12,3,7,7
2023-10-09,2,4,10,6
2024-01-15,23,6,6,5
2023-10-02,64,1,2,4
2024-01-18,40,1,1,2
2024-01-26,48,1,3,2
2023-12-13,52,4,9,3
2023-12-20,68,4,7,6
2024-01-21,55,1,2,4
2023-12-12,5,8,3,11
2023-11-17,43,2,4,6
2023-12-15,114,1,4,4
2024-01-08,85,7,4,9
2023-12-07,93,3,6,0
2024-01-02,102,7,4,6
2023-12-01,115,3,3,2
2023-12-07,107,2,1,2
2023-10-07,101,3,5,6
2023-12-13,103,2,2,3
2024-01-20,86,7,4,5
2023-11-30,75,8,4,5
2024-01-02,103,5,2,2
2023-11-10,101,2,4,6
2023-12-27,117,11,7,6
2024-01-28,90,8,4,7
2023-12-15,117,11,16,4
2023-10-28,114,1,0,3
2023-10-03,103,1,3,3
2023-11-18,115,3,3,3
2023-10-14,80,1,3,2
2024-01-09,103,3,3,3
2023-12-30,81,3,6,0
2023-10-12,83,1,3,1
2023-12-26,77,2,4,4
2024-01-23,96,3,2,7
2024-01-26,43,4,4,5
2023-11-19,40,3,2,1
2024-01-29,62,2,4,2
2024-01-10,4,1,2,2
2024-01-29,65,3,2,5
2023-12-28,12,6,12,12
2023-12-22,55,3,2,4
2024-01-23,57,8,12,8
2023-12-27,33,2,3,2
2024-01-03,47,1,1,2
2024-01-15,58,2,4,1
2023-11-27,16,10,7,5
2024-01-17,12,10,12,9
2023-11-06,30,4,5,5
2023-10-11,15,1,0,6
2023-10-04,63,10,4,6
2024-01-15,20,6,8,10
2023-12-02,2,9,5,9
2023-11-23,67,6,7,5
2024-01-15,67,3,5,3
2023-10-08,18,4,3,1
2024-01-13,67,3,4,4
2023-12-01,31,5,3,9
2023-10-12,11,4,9,7
2023-12-02,30,6,4,6
2024-01-21,36,4,2,3
2023-12-11,47,2,0,1
2023-10-29,3,9,2,8
2024-01-15,6,7,1,3
2023-11-28,32,10,8,7
2023-10-01,61,7,7,4
2023-11-14,7,8,7,7
2024-01-07,29,5,4,4
2024-01-09,42,5,5,8
2023-11-02,8,5,4,8
2023-12-05,67,7,7,3
2023-12-05,73,10,8,8
2023-10-01,77,9,8,7
2023-12-26,76,4,7,4
2023-12-04,81,0,1,3
2023-12-13,104,35,39,40
2023-12-10,84,2,7,1
2024-01-04,79,5,8,3
2023-11-29,87,11,7,7
2023-12-28,111,7,7,6
2023-12-02,111,5,5,3
2023-10-16,97,3,8,5
2023-11-27,86,3,8,6
2023-11-11,87,10,4,3
2023-12-31,81,3,2,0
2023-10-23,107,5,2,6
2023-11-26,115,4,3,2
2023-12-28,92,4,0,3
2023-10-30,76,5,7,9
2023-11-21,94,3,2,2
2023-10-11,27,6,3,2
2023-10-11,32,8,5,11
2023-10-01,8,5,1,4
2023-11-03,64,3,0,2
2023-11-01,21,14,5,5
2023-12-06,53,2,1,5
2023-11-02,53,6,6,1
2024-01-03,46,4,5,1
2024-01-21,67,6,4,7
2023-12-12,37,2,5,4
2024-01-30,53,3,1,2
2023-10-31,61,10,3,2
2024-01-15,53,2,1,3
2024-01-15,61,6,9,3
2023-11-28,52,2,7,3
2023-12-27,24,7,2,5
2023-11-08,53,3,2,3
2024-01-10,22,1,0,1
2023-11-19,59,3,5,1
2023-12-02,69,3,2,4
2023-12-02,58,2,4,5
2024-01-30,55,1,3,2
2023-12-29,19,6,7,5
2024-01-30,9,8,7,9
2024-01-09,33,3,2,3
2023-11-07,9,7,7,8
2023-11-15,60,1,3,3
2023-11-22,54,2,2,9
2023-10-14,57,10,6,9
2024-01-01,38,15,4,9
2024-01-02,62,2,4,6
2023-11-12,70,3,5,2
2023-10-09,84,6,2,1
2023-10-11,92,1,1,2
2023-11-13,97,7,8,5
2023-11-09,113,7,12,8
2023-10-26,111,5,12,7
2023-10-27,93,3,1,6
2024-01-22,79,6,4,5
2023-12-27,95,5,4,10
2023-11-30,94,2,1,0
2024-01-24,84,3,3,4
2023-10-24,93,1,2,5
2024-01-26,85,4,9,9
2023-11-17,81,2,3,2
2023-11-13,89,6,3,8
2023-10-31,102,8,5,6
2023-11-17,79,5,5,11
2023-11-11,91,8,7,7
2024-01-04,89,5,5,5
2023-12-08,80,2,2,0
2023-11-09,81,2,2,3
2023-12-25,76,8,9,9
2023-11-14,86,5,3,12
2024-01-07,83,4,2,4
2023-12-08,87,7,6,4
2024-01-26,92,1,2,1
2023-11-10,98,6,3,3
2023-12-05,83,0,4,4
2023-12-13,56,8,8,5
2023-12-01,66,1,3,4
2023-11-27,14,2,2,0
2023-12-30,62,4,1,4
2023-11-14,46,1,3,5
2023-12-06,4,1,3,0
2023-11-30,39,1,1,2
2023-12-18,63,8,10,7
2023-11-01,64,2,2,3
2023-12-03,55,0,1,2
2023-12-10,69,4,3,2
2024-01-09,47,3,1,1
2023-11-28,9,10,4,9
2024-01-14,49,7,5,7
2023-12-23,9,7,8,2
2023-10-21,16,8,7,7
2023-10-06,49,6,5,7
2023-12-25,24,1,2,4
2024-01-21,18,4,5,4
2024-01-04,8,6,6,5
2023-11-14,19,4,5,5
2023-12-08,70,3,9,1
2023-10-13,31,3,4,4
2023-10-24,53,3,2,3
2023-10-22,53,5,1,5
2024-01-16,41,10,11,3
2023-10-14,60,4,2,0
2023-11-28,18,2,3,3
2023-10-25,32,6,3,8
2023-10-01,57,11,6,10
2024-01-10,49,4,3,5
2023-11-07,72,1,4,0
2023-12-20,54,8,4,2
2023-12-30,47,3,2,0
2023-12-29,2,5,6,8
2023-11-30,43,3,2,2
2023-12-14,55,2,2,1
2023-10-02,33,2,3,2
2023-10-28,46,4,3,3
2024-01-14,40,3,2,2
2023-11-18,5,12,9,8
2024-01-04,6,2,2,3
2024-01-29,37,8,4,4
2023-11-19,27,6,6,1
2023-11-29,60,2,5,3
2023-12-26,21,2,10,11
2023-12-03,29,4,6,4
2024-01-05,65,2,2,1
2023-12-27,82,2,10,3
2023-11-30,80,3,3,1
2023-11-07,82,9,6,5
2023-12-18,89,5,9,7
2023-10-31,89,6,5,6
2023-10-08,83,2,1,2
2023-12-14,91,3,2,7
2023-12-18,97,6,9,9
2023-11-10,102,6,7,7
2023-12-30,103,2,2,2
2024-01-18,92,2,1,2
2023-10-10,99,2,1,0
2023-10-07,95,11,5,10
2023-10-06,89,7,7,10
2023-10-07,97,11,4,5
2024-01-02,117,10,9,10
2023-12-10,113,15,14,15
2024-01-08,110,2,3,1
2023-12-07,35,1,1,1
2023-10-08,46,2,5,1
2023-11-26,29,4,1,4
2023-12-29,69,0,2,1
2023-12-02,13,1,1,6
2023-10-08,1,7,7,7
2023-10-11,31,4,6,5
2023-12-15,60,5,2,1
2023-10-01,64,4,2,1
2023-11-05,67,5,4,6
2023-12-23,65,1,3,2
2023-10-04,52,2,4,4
2023-11-09,21,7,6,11
2023-12-01,41,13,10,6
2023-12-19,67,4,3,7
2024-01-14,30,4,5,5
2023-11-03,30,5,1,4
2023-12-23,60,3,4,0
2024-01-27,3,6,3,2
2023-12-02,22,3,1,1
2024-01-11,23,4,4,9
2023-12-21,1,5,1,12
2024-01-19,9,6,7,6
2023-12-16,11,8,6,7
2024-01-03,9,11,6,7
2023-12-15,21,6,5,9
2023-11-21,17,3,3,0
2023-12-22,41,2,13,7
2023-11-28,48,1,4,1
2024-01-26,23,3,4,3
2023-11-29,62,3,1,3
2024-01-12,63,15,10,9
2023-11-13,72,3,0,3
2024-01-06,36,0,2,5
2024-01-26,57,5,8,9
2023-11-17,29,7,6,5
2023-12-05,21,12,8,7
2023-12-07,15,7,1,1
2023-10-01,33,2,5,1
2023-11-25,38,7,7,10
2023-10-22,16,8,7,7
2023-10-30,27,5,5,5
2023-12-23,115,5,5,0
2023-10-04,75,10,13,6
2023-12-22,84,3,4,4
2023-11-03,97,8,7,4
2023-11-18,84,7,4,1
2023-10-27,94,3,2,3
2024-01-12,91,7,1,6
2023-11-19,110,1,2,3
2023-10-18,84,1,7,3
2023-12-13,94,0,1,0
2023-12-28,76,8,11,6
2023-12-22,114,5,3,5
2024-01-20,81,2,4,1
2023-12-05,17,1,2,0
2023-10-16,46,6,3,6
2023-12-09,58,2,4,3
2023-12-03,24,7,2,2
2023-12-21,61,7,7,8
2023-12-11,13,4,3,1
2023-12-06,57,4,13,10
2023-12-31,30,4,2,8
2024-01-16,13,3,5,6
2023-10-30,62,0,2,3
2023-11-24,20,9,6,9
2024-01-29,55,4,2,2
2024-01-16,19,3,5,4
2024-01-08,54,6,5,3
2023-11-10,37,7,5,9
2023-11-06,53,2,1,2
2023-12-13,30,6,4,5
2023-12-18,21,8,5,7
2023-12-26,47,3,1,3
2024-01-20,33,2,0,6
2024-01-20,49,5,4,9
2024-01-30,17,2,2,3
2024-01-08,33,1,2,3
2024-01-19,4,0,3,1
2023-12-24,70,8,3,3
2024-01-04,19,5,4,2
2023-10-15,27,5,6,5
2024-01-20,17,2,3,5
2023-10-18,1,5,8,8
2023-10-06,74,5,10,8
2023-12-20,8,6,8,6
2023-10-17,57,11,8,12
2023-11-15,8,7,6,6
2023-11-29,30,5,2,4
2024-01-13,54,7,5,8
2024-01-26,45,4,5,2
2023-12-04,74,8,12,9
2023-12-27,17,4,6,3
2023-12-25,20,6,11,5
2023-12-25,33,2,0,0
2023-12-25,93,2,8,3
2023-12-07,102,6,5,6
2024-01-24,77,8,9,7
2023-11-02,117,17,16,12
2023-10-28,95,6,10,6
2023-11-12,77,4,5,11
2024-01-19,85,10,6,6
2023-12-23,91,7,5,2
2023-10-15,76,10,6,9
2023-12-16,80,3,1,4
2023-12-13,99,4,0,2
2023-10-23,114,5,4,4
2023-11-27,111,4,5,8
2023-12-30,90,6,4,3
2023-11-27,100,9,6,11
2024-01-01,111,6,5,7
2024-01-27,34,3,4,2
2023-10-30,30,4,6,2
2023-11-04,53,1,7,2
2023-12-25,73,8,6,6
2024-01-13,41,8,7,5
2024-01-21,16,6,4,6
2024-01-01,42,7,7,4
2023-12-11,62,0,3,3
2023-10-26,3,9,8,6
2023-11-17,27,6,4,4
2024-01-26,74,8,5,9
2024-01-15,27,5,10,9
2023-10-04,13,2,2,1
2023-10-14,58,7,2,4
2023-10-09,32,9,6,9
2023-11-28,61,5,13,6
2023-12-12,35,2,4,2
2023-12-20,17,5,4,3
2023-10-13,74,8,8,7
2024-01-25,25,3,2,4
2024-01-20,57,10,16,9
2024-01-25,14,1,3,1
2024-01-12,11,4,12,1
2023-10-10,8,8,10,6
2024-01-04,57,6,8,8
2023-10-08,7,8,6,7
2023-11-26,73,11,5,7
2024-01-07,67,8,7,5
2023-10-22,47,0,4,5
2024-01-13,36,3,4,4
2023-11-18,47,1,3,1
2023-12-12,63,8,2,10
2023-12-03,115,3,4,8
2023-10-03,115,3,5,0
2023-10-02,78,7,8,1
2024-01-01,76,7,7,3
2023-11-09,115,0,3,1
